"","unique_id","aoi_pix","mn_spa_cvr","periods","na_periods","ts_mean","ts_max","p_mean_ovr","p_max_ovr","p_obs_ovr","region"
"100","031001010101",63,0.815371762740184,209,24,178.089150804226,239,0.818181818181818,0.84688995215311,0.870622205663189,"Florida"
"101","031001010102",54,0.776714513556619,209,25,84.4743540469748,214,0.339712918660287,0.84688995215311,0.503536390600046,"Florida"
"102","031001010103",192,0.787106259968102,209,20,193.710832114897,249,0.842105263157895,0.904306220095694,0.85521608358398,"Florida"
"103","031001010201",169,0.813170635032983,209,20,82.8063614516321,230,0.301435406698565,0.894736842105263,0.465601281247824,"Florida"
"104","031001010202",4,0.881578947368421,209,23,13.0188172043011,154,0.00956937799043062,0.0861244019138756,0.0325644504748982,"Florida"
"105","031001010203",18,0.823763955342903,209,25,19.0882114785967,197,0,0.392344497607655,0.0829299774120684,"Florida"
"106","031001010204",103,0.807451107910996,209,20,115.452093849145,233,0.665071770334928,0.889952153110048,0.672304683005408,"Florida"
"107","031001010205",17,0.841542358570222,209,22,21.0386059468475,215,0.00956937799043062,0.406698564593301,0.0923076923076923,"Florida"
"108","031001010304",36,0.840510366826156,209,17,65.4381944051756,215,0.220095693779904,0.827751196172249,0.368121442125237,"Florida"
"109","031001010402",6,0.854864433811802,209,27,67.1776556776557,243,0.287081339712919,0.416267942583732,0.328358208955224,"Florida"
"110","031001020204",22,0.853197042192257,209,20,18.8184819007734,240,0.0287081339712919,0.38755980861244,0.0899821565128728,"Florida"
"111","031002020105",21,0.818181818181818,209,26,13.102432421361,195,0,0.330143540669856,0.0359231411862991,"Florida"
"112","031002020106",33,0.812382195157315,209,21,25.2949288372853,221,0.00956937799043062,0.698564593301435,0.11940032125647,"Florida"
"113","031002030105",101,0.774693258799564,209,20,29.1035063205816,226,0.00956937799043062,0.784688995215311,0.118999571943986,"Florida"
"114","031002050303",25,0.85377990430622,209,24,165.720638170802,247,0.760765550239234,0.818181818181818,0.826944631248599,"Florida"
"115","031002070401",6,0.840510366826156,209,28,10.1503683241252,213,0.0239234449760766,0.129186602870813,0.0445920303605313,"Florida"
"116","031002080101",67,0.800542740841248,209,24,78.2521066756278,221,0.205741626794258,0.842105263157895,0.413916146297948,"Florida"
"117","031002080104",6,0.811004784688995,209,32,14.0605461393597,172,0.0191387559808612,0.100478468899522,0.0353982300884956,"Florida"
"118","031002080501",4,0.833732057416268,209,27,69.8516483516484,249,0.282296650717703,0.38755980861244,0.294117647058824,"Florida"
"119","031002080703",30,0.836204146730463,209,25,59.8744110859682,237,0.258373205741627,0.598086124401914,0.301544917032233,"Florida"
"120","031002080706",103,0.825567891485112,209,22,61.0506111001008,247,0.220095693779904,0.732057416267943,0.325849651136619,"Florida"
"121","031002081001",17,0.83872783563186,209,20,13.1299981790178,220,0,0.334928229665072,0.0654362416107383,"Florida"
"122","031002081002",19,0.851170989675145,209,23,8.75884704180732,222,0.00956937799043062,0.23444976076555,0.0375739644970414,"Florida"
"123","031102060101",154,0.721897719505375,209,26,20.2992818372222,207,0.00478468899521531,0.564593301435407,0.0455777921239509,"Florida"
"124","040500010203",4,0.311004784688995,209,114,14.4210526315789,140,0.0191387559808612,0.0574162679425837,0.0807692307692308,"Ohio"
"125","041000010101",1,0.37799043062201,209,130,18.0759493670886,153,0.0239234449760766,0.0239234449760766,0.0632911392405063,"Ohio"
"126","041000060101",39,0.443135811556864,209,83,11.0613779326174,169,0,0.239234449760766,0.0240863787375415,"Ohio"
"127","041000070403",14,0.576213260423787,209,68,22.603995236442,211,0.076555023923445,0.124401913875598,0.125741399762752,"Ohio"
"128","041000080203",4,0.45933014354067,209,88,11.1088154269972,191,0.0287081339712919,0.0430622009569378,0.0572916666666667,"Ohio"
"129","041000080205",16,0.546351674641148,209,76,15.1109793715057,222,0.0382775119617225,0.0956937799043062,0.0749863163656267,"Ohio"
"130","041000110204",4,0.260765550239234,209,141,23.2475490196078,172,0.0239234449760766,0.0861244019138756,0.137614678899083,"Ohio"
"131","041000110205",3,0.650717703349282,209,69,69.1440476190476,237,0.196172248803828,0.248803827751196,0.311274509803922,"Ohio"
"132","041000110509",6,0.426634768740032,209,92,1.03988603988604,29,0,0,0,"Ohio"
"133","041000111405",2,0.669856459330144,209,54,75.9935483870968,239,0.291866028708134,0.373205741626794,0.364285714285714,"Ohio"
"134","041100020104",16,0.487141148325359,209,92,91.6087178016665,216,0.267942583732057,0.344497607655502,0.503376304481277,"Ohio"
"135","050301020105",326,0.507690727096604,209,73,53.8630135153686,222,0.157894736842105,0.454545454545455,0.313376311757394,"Ohio"
"136","050301030204",39,0.494663231505337,209,76,40.3628377414725,212,0.0813397129186603,0.411483253588517,0.218253968253968,"Ohio"
"137","050301030304",20,0.52177033492823,209,81,5.67655379559676,135,0.00478468899521531,0.0478468899521531,0.00917010545621275,"Ohio"
"138","050301030306",22,0.503479773814702,209,73,18.5613388217946,194,0.00956937799043062,0.191387559808612,0.0842332613390929,"Ohio"
"139","050301030502",225,0.551281233386497,209,62,52.9420836145015,230,0.172248803827751,0.5311004784689,0.291737386205832,"Ohio"
"140","050301030703",6,0.493620414673046,209,92,23.8239316239316,177,0.0526315789473684,0.133971291866029,0.130856219709208,"Ohio"
"141","050301030805",6,0.372408293460925,209,101,74.316049382716,220,0.205741626794258,0.239234449760766,0.451820128479657,"Ohio"
"142","050400010201",4,0.513157894736842,209,94,86.1398550724638,210,0.239234449760766,0.277511961722488,0.431235431235431,"Ohio"
"143","050400010802",4,0.440191387559809,209,95,30.0562865497076,191,0.0717703349282297,0.157894736842105,0.195652173913043,"Ohio"
"144","050400011304",6,0.468102073365231,209,90,11.1408963585434,193,0.00956937799043062,0.0287081339712919,0.0323679727427598,"Ohio"
"145","050400011503",12,0.445374800637959,209,87,63.815542426608,193,0.181818181818182,0.354066985645933,0.399283795881826,"Ohio"
"146","050400020301",12,0.513157894736842,209,79,53.6797258297258,221,0.148325358851675,0.258373205741627,0.282051282051282,"Ohio"
"147","050400020503",4,0.116028708133971,209,168,58.530487804878,193,0.0574162679425837,0.076555023923445,0.298969072164948,"Ohio"
"148","050400030902",17,0.106670419363918,209,178,18.3703781512605,160,0,0.0526315789473684,0.0976253298153034,"Ohio"
"149","050400050104",50,0.567464114832536,209,64,40.0609252790816,212,0.0669856459330144,0.516746411483254,0.206239460370995,"Ohio"
"150","050400060403",41,0.578713968957871,209,71,99.9809935459685,231,0.311004784688995,0.45933014354067,0.491026416616253,"Ohio"
"151","050400060603",4,0.552631578947368,209,81,22.3229166666667,198,0.0574162679425837,0.0956937799043062,0.0909090909090909,"Ohio"
"152","050600011308",21,0.621553884711779,209,64,51.621531872277,207,0.143540669856459,0.411483253588517,0.263563049853372,"Ohio"
"153","050600011403",4,0.465311004784689,209,86,23.3536585365854,184,0.0430622009569378,0.124401913875598,0.12853470437018,"Ohio"
"154","050600011404",61,0.571887991214997,209,62,14.2982478885715,193,0.0143540669856459,0.239234449760766,0.0565080235907283,"Ohio"
"155","050600020205",12,0.620015948963317,209,61,73.7559611559612,219,0.253588516746411,0.397129186602871,0.386495176848875,"Ohio"
"156","050600030504",12,0.547049441786284,209,62,21.4747477201559,196,0.0382775119617225,0.186602870813397,0.0969387755102041,"Ohio"
"157","050800010103",116,0.680910740801848,209,55,137.827041169606,231,0.526315789473684,0.684210526315789,0.727647201356918,"Ohio"
"158","050800011705",56,0.615516062884484,209,61,104.893308046666,208,0.401913875598086,0.626794258373206,0.615074958356469,"Ohio"
"159","050902020406",33,0.657822241554299,209,51,19.807282505866,179,0.0382775119617225,0.239234449760766,0.0960987436632136,"Ohio"
"160","050902021203",22,0.662896911700739,209,49,34.0305593738692,221,0.114832535885167,0.272727272727273,0.16994750656168,"Ohio"
"161","051201010204",471,0.663761314113309,209,48,188.878023089484,249,0.631578947368421,0.69377990430622,0.830165289256198,"Ohio"
